gf_id	gid
ORTHO003290	AT1G65910
ORTHO010530	AT3G10140
ORTHO001936	AT1G20950
ORTHO001936	AT1G76550
ORTHO003116	AT3G46430
ORTHO003116	AT5G59613
ORTHO006140	AT3G22845
ORTHO007259	AT4G05090
ORTHO011472	AT2G47450
ORTHO004453	AT4G00020
ORTHO004453	AT5G01630
ORTHO000933	AT2G25520
ORTHO000933	AT4G32390
ORTHO000933	AT5G11230
ORTHO000933	AT5G25400
ORTHO001611	AT3G04080
ORTHO001611	AT5G18280
ORTHO010899	AT2G17033
ORTHO010153	AT5G43750
ORTHO004851	AT1G74250
ORTHO003901	AT1G71691
ORTHO003495	AT2G24320
ORTHO003495	AT4G31020
ORTHO001530	AT1G15250
ORTHO001530	AT1G52300
ORTHO001530	AT3G16080
ORTHO001239_1	AT1G34130
ORTHO006350	AT3G57660
ORTHO009119	AT3G55080
ORTHO008509	AT1G29630
ORTHO007648	AT5G61500
ORTHO007920	AT2G44020
ORTHO001014_1	AT1G18580
ORTHO001014_2	AT2G20810
ORTHO003349	AT1G07470
ORTHO003349	AT1G07480
ORTHO002291	AT1G06020
ORTHO002291	AT1G06030
ORTHO002291	AT2G31390
ORTHO002291	AT3G59480
ORTHO002598	AT2G19150
ORTHO002598	AT3G24130
ORTHO002598	AT5G18990
ORTHO005630	AT1G29320
ORTHO008663	AT1G64510
ORTHO005286	AT3G63220
ORTHO003661	AT5G40270
ORTHO003661	AT5G40290
ORTHO005266	AT3G58100
ORTHO004600	AT3G21710
ORTHO004708	AT1G65650
ORTHO000833_1	AT4G38360
ORTHO000833_2	AT1G77220
ORTHO007359	AT4G37480
ORTHO003801	AT1G54370
ORTHO003801	AT1G79610
ORTHO008021	AT3G25430
ORTHO003475	AT5G27470
ORTHO009902	AT5G06130
ORTHO009128	AT1G49350
ORTHO003012	AT2G04520
ORTHO008446	AT1G11430
ORTHO009056	AT4G35760
ORTHO006516	AT5G26594
ORTHO008975	AT3G60590
ORTHO002659	AT1G80230
ORTHO002659	AT3G15640
ORTHO002992	AT2G47630
ORTHO002992	AT3G62860
ORTHO004955	AT4G26600
ORTHO004955	AT5G55920
ORTHO004228	AT2G24990
ORTHO004228	AT5G37350
ORTHO003471	AT1G61260
ORTHO003270	AT2G34900
ORTHO003270	AT3G52280
ORTHO003942	AT1G73960
ORTHO005730	AT1G51350
ORTHO005772	AT2G43180
ORTHO008119	AT1G60770
ORTHO005510	AT2G33310
ORTHO000752	AT1G12130
ORTHO000752	AT1G12140
ORTHO000752	AT1G12160
ORTHO000752	AT1G12200
ORTHO000752	AT1G62540
ORTHO000752	AT1G62560
ORTHO000752	AT1G62570
ORTHO000752	AT1G62580
ORTHO000752	AT1G62600
ORTHO000752	AT1G62620
ORTHO000752	AT1G63340
ORTHO000752	AT1G63370
ORTHO000752	AT1G65860
ORTHO000991	AT1G72460
ORTHO000991	AT3G42880
ORTHO000991	AT5G20690
ORTHO005367	AT5G23760
ORTHO004031	AT3G01400
ORTHO004031	AT5G58680
ORTHO002905	AT4G23100
ORTHO001782_1	AT1G55040
ORTHO001782_1	AT1G67500
ORTHO000807_1	AT2G41220
ORTHO000807_1	AT5G04140
ORTHO000807_1	AT5G53460
ORTHO010596	AT1G02020
ORTHO010067	AT1G34380
ORTHO006744	AT1G63970
ORTHO008874	AT2G19385
ORTHO010404	AT1G12060
ORTHO009628	AT2G43190
ORTHO007737	AT2G02710
ORTHO000667	AT1G12990
ORTHO000667	AT1G67880
ORTHO000667	AT3G01620
ORTHO000667	AT3G27540
ORTHO000667	AT5G14480
ORTHO001128_2	AT1G64660
ORTHO000339	AT1G01800
ORTHO000339	AT2G24190
ORTHO000339	AT3G61220
ORTHO007798	AT4G38100
ORTHO008894	AT3G46210
ORTHO002754	AT2G40070
ORTHO010576	AT2G20495
ORTHO008305	AT5G49970
ORTHO002873	AT4G25670
ORTHO011166	AT5G19830
ORTHO006967	AT2G33540
ORTHO005812	AT5G56170
ORTHO011057	AT1G33811
ORTHO006223	AT1G23110
ORTHO006223	AT1G70900
ORTHO005387	AT3G49950
ORTHO007694	AT5G12300
ORTHO006887	AT3G15840
ORTHO009505	AT3G63390
ORTHO001998	AT4G13780
ORTHO008833	AT5G10710
ORTHO006558	AT5G57160
ORTHO002544	AT1G77490
ORTHO002544	AT4G08390
ORTHO001845	AT1G80780
ORTHO001845	AT2G32070
ORTHO007588	AT3G61470
ORTHO005792	AT1G19980
ORTHO001902	AT1G25510
ORTHO001902	AT3G18490
ORTHO004135	AT5G60800
ORTHO009985	AT3G29130
ORTHO004114	AT3G57280
ORTHO004891	AT3G02790
ORTHO002094	AT5G13700
ORTHO006579	AT3G60360
ORTHO009076	AT5G14280
ORTHO004493	AT3G01460
ORTHO007299	AT4G31720
ORTHO004577	AT4G20020
ORTHO004687	AT4G25440
ORTHO004687	AT5G51980
ORTHO002679	AT3G51060
ORTHO002679	AT5G66350
ORTHO003962	AT2G40340
ORTHO005710	AT1G24030
ORTHO003250	AT1G64980
ORTHO003451	AT1G56020
ORTHO003451	AT1G79060
ORTHO007839	AT2G34570
ORTHO004975	AT1G06200
ORTHO004975	AT2G31140
ORTHO001142_1	AT1G55320
ORTHO005408	AT5G20090
ORTHO003641	AT1G67110
ORTHO003641	AT5G38450
ORTHO010319	AT5G08710
ORTHO003389	AT1G24706
ORTHO000583	AT2G27980
ORTHO000583	AT2G36720
ORTHO000583	AT2G37520
ORTHO000583	AT3G53680
ORTHO002852	AT5G51030
ORTHO002852	AT5G61830
ORTHO004620	AT4G23930
ORTHO007379	AT5G49700
ORTHO009321	AT1G10040
ORTHO007089	AT3G61480
ORTHO007089	AT5G28350
ORTHO009922	AT1G62850
ORTHO008001	AT1G71780
ORTHO006059	AT2G21385
ORTHO003313_1	AT5G64200
ORTHO003821	AT1G49730
ORTHO003821	AT3G19300
ORTHO010363	AT3G03690
ORTHO008529	AT3G60660
ORTHO006080	AT1G15120
ORTHO003075	AT1G25550
ORTHO003075	AT1G68670
ORTHO001097_2	AT3G07700
ORTHO003369	AT3G05580
ORTHO003369	AT5G27840
ORTHO005120	AT1G03260
ORTHO005120	AT5G19070
ORTHO009424	AT3G52230
ORTHO008772	AT3G46980
ORTHO010046	AT4G39710
ORTHO000314_1	AT1G12110
ORTHO000314_2	AT3G21670
ORTHO000314_3	AT2G26690
ORTHO005610	AT1G50450
ORTHO003982	AT5G05500
ORTHO005346	AT1G56290
ORTHO009881	AT2G17140
ORTHO004995	AT5G13390
ORTHO009172	AT3G56840
ORTHO003136	AT2G32300
ORTHO004667	AT3G05700
ORTHO004667	AT5G26990
ORTHO010510	AT4G19840
ORTHO002074	AT1G04170
ORTHO002074	AT2G18720
ORTHO002074	AT4G18330
ORTHO006599	AT1G21065
ORTHO004473	AT3G21070
ORTHO007236	AT4G08960
ORTHO007506	AT5G24630
ORTHO003555	AT2G14760
ORTHO003555	AT4G33880
ORTHO005015	AT5G13330
ORTHO004871	AT1G60650
ORTHO004871	AT5G04280
ORTHO003921	AT2G40960
ORTHO003921	AT3G56680
ORTHO006227	AT1G68980
ORTHO006227	AT1G69290
ORTHO008576	AT1G63260
ORTHO004072	AT4G03100
ORTHO002946	AT1G06230
ORTHO009129	AT5G55760
ORTHO003013	AT3G25400
ORTHO008447	AT2G26930
ORTHO006517	AT5G26170
ORTHO004229	AT1G03475
ORTHO001492	AT5G11170
ORTHO001492	AT5G11200
ORTHO003271	AT1G67310
ORTHO005038	AT5G55130
ORTHO001762	AT2G01170
ORTHO003943	AT1G67250
ORTHO003943	AT5G38650
ORTHO005731	AT5G51550
ORTHO000292_3	AT3G05030
ORTHO000292_3	AT3G06370
ORTHO000292_3	AT5G27150
ORTHO005429	AT4G33380
ORTHO004730	AT4G31120
ORTHO001572	AT1G15950
ORTHO001572	AT1G80820
ORTHO005267	AT5G58003
ORTHO003768	AT3G10640
ORTHO003768	AT5G04850
ORTHO003992	AT1G20930
ORTHO003992	AT1G76540
ORTHO000891	AT3G57240
ORTHO000891	AT3G57270
ORTHO000891	AT4G16260
ORTHO004709	AT2G39430
ORTHO004709	AT3G55230
ORTHO001710	AT2G22690
ORTHO001710	AT4G37880
ORTHO001710	AT5G09630
ORTHO007962	AT5G58730
ORTHO005142	AT5G20240
ORTHO009446	AT4G32190
ORTHO009903	AT3G51040
ORTHO008621	AT3G12720
ORTHO007091	AT3G57180
ORTHO010342	AT3G10670
ORTHO002432	AT3G50120
ORTHO002432	AT3G50130
ORTHO002432	AT3G50140
ORTHO002432	AT3G50150
ORTHO002432	AT3G50160
ORTHO002432	AT3G50170
ORTHO002432	AT3G50180
ORTHO002432	AT3G50190
ORTHO001531	AT3G06080
ORTHO001531	AT5G19160
ORTHO005224	AT3G24360
ORTHO005224	AT4G13360
ORTHO005916	AT4G11080
ORTHO005916	AT4G23800
ORTHO006351	AT2G43250
ORTHO007982	AT2G35490
ORTHO008346	AT4G22830
ORTHO003054	AT1G55230
ORTHO003054	AT1G55240
ORTHO003054	AT5G19870
ORTHO007649	AT1G76420
ORTHO001015	AT1G02260
ORTHO007921	AT5G37850
ORTHO002116	AT1G01770
ORTHO002116	AT3G29230
ORTHO004310	AT2G47520
ORTHO008753	AT2G01320
ORTHO005631	AT3G27640
ORTHO002599	AT1G13800
ORTHO002599	AT2G26790
ORTHO001662	AT1G07160
ORTHO001662	AT2G30020
ORTHO001662	AT2G40180
ORTHO001592	AT3G01720
ORTHO001592	AT5G50310
ORTHO005287	AT4G30890
ORTHO000848	AT2G47850
ORTHO000848	AT3G06410
ORTHO000848	AT5G18550
ORTHO007132	AT5G14020
ORTHO003291	AT1G56450
ORTHO003598	AT4G16100
ORTHO003598	AT5G49220
ORTHO001978	AT2G25670
ORTHO001978	AT4G32610
ORTHO010531	AT5G47090
ORTHO001937	AT2G16090
ORTHO001937	AT3G27710
ORTHO001937	AT3G27720
ORTHO001937	AT4G34370
ORTHO003117	AT3G49290
ORTHO003117	AT5G24310
ORTHO006141	AT4G16160
ORTHO004092	AT4G38810
ORTHO003684	AT5G02310
ORTHO007568	AT5G63890
ORTHO008120	AT5G64370
ORTHO005753	AT1G09700
ORTHO009965	AT1G34640
ORTHO007441	AT5G63460
ORTHO004936	AT1G67650
ORTHO004936	AT1G67680
ORTHO004534	AT2G19880
ORTHO009528	AT2G21530
ORTHO008224	AT1G78780
ORTHO002216	AT3G49880
ORTHO002216	AT5G67540
ORTHO008643	AT5G11240
ORTHO003350	AT1G31070
ORTHO003350	AT2G35020
ORTHO003862	AT1G30460
ORTHO001105	AT2G31160
ORTHO001105	AT3G23290
ORTHO009362	AT4G35910
ORTHO000917	AT4G05190
ORTHO000917	AT4G21270
ORTHO000917	AT4G27180
ORTHO000917	AT5G54670
ORTHO006622	AT1G50910
ORTHO007900	AT4G24880
ORTHO002178	AT3G16120
ORTHO004331	AT5G08180
ORTHO000738	AT1G14700
ORTHO000738	AT1G25230
ORTHO000738	AT2G01880
ORTHO000738	AT2G01890
ORTHO000738	AT3G17790
ORTHO006436	AT4G10020
ORTHO008855	AT1G20990
ORTHO005937	AT5G41020
ORTHO011035	AT3G13700
ORTHO008510	AT5G38730
ORTHO009609	AT1G73440
ORTHO000357_1	AT1G22410
ORTHO000357_1	AT4G33510
ORTHO000357_1	AT4G39980
ORTHO000357_2	AT5G41150
ORTHO011192	AT1G54650
ORTHO007340	AT1G63610
ORTHO004372	AT1G04730
ORTHO009797	AT2G04940
ORTHO004434	AT1G51710
ORTHO004434	AT3G21280
ORTHO008387	AT1G48950
ORTHO005246	AT3G53490
ORTHO006202	AT3G56740
ORTHO010429	AT2G43420
ORTHO003882	AT4G34350
ORTHO005833	AT2G20590
ORTHO005833	AT4G28430
ORTHO003516	AT5G39950
ORTHO010731	AT5G10620
ORTHO004832	AT4G11910
ORTHO004832	AT4G22920
ORTHO004208	AT1G48860
ORTHO004208	AT2G45300
ORTHO006665	AT2G45730
ORTHO001466	AT3G52290
ORTHO001466	AT5G03040
ORTHO002565	AT3G29270
ORTHO002695	AT3G23000
ORTHO002695	AT4G14580
ORTHO011143	AT3G12340
ORTHO010553	AT3G09030
ORTHO001923	AT1G01630
ORTHO002454	AT3G12280
ORTHO001356	AT3G25420
ORTHO001356	AT4G12910
ORTHO002967	AT1G02610
ORTHO002967	AT4G02075
ORTHO003983	AT1G72310
ORTHO004156	AT2G03140
ORTHO009704	AT4G15950
ORTHO005347	AT2G46820
ORTHO009173	AT1G27060
ORTHO003137	AT3G19820
ORTHO010511	AT3G28370
ORTHO002075	AT4G26850
ORTHO002075	AT5G55120
ORTHO008286	AT1G32990
ORTHO007237	AT4G26810
ORTHO007237	AT4G26820
ORTHO006161	AT4G25720
ORTHO008100	AT3G06890
ORTHO007507	AT5G25080
ORTHO007758	AT3G59630
ORTHO009486	AT4G27750
ORTHO006081	AT1G34780
ORTHO008366	AT4G31790
ORTHO000486_2	AT2G46620
ORTHO004393	AT2G46160
ORTHO004393	AT3G61550
ORTHO007068	AT5G12170
ORTHO007068	AT5G19380
ORTHO009425	AT1G63900
ORTHO005121	AT5G42520
ORTHO002778	AT1G10530
ORTHO002778	AT1G60010
ORTHO008773	AT3G06050
ORTHO010047	AT2G03667
ORTHO000315_1	AT2G38290
ORTHO000315_2	AT2G38290
ORTHO005611	AT5G49810
ORTHO000960	AT2G21430
ORTHO000960	AT4G16190
ORTHO000960	AT4G39090
ORTHO008043	AT4G26965
ORTHO001552	AT1G23860
ORTHO001552	AT2G24590
ORTHO001552	AT4G31580
ORTHO011387	AT2G46100
ORTHO003748	AT3G01860
ORTHO001214	AT1G11650
ORTHO001214	AT4G27000
ORTHO001214	AT5G54900
ORTHO005409	AT1G15880
ORTHO006908	AT2G06010
ORTHO004621	AT2G35910
ORTHO004621	AT5G06490
ORTHO008730	AT1G27880
ORTHO009466	AT4G13070
ORTHO005162	AT5G11710
ORTHO007942	AT2G02880
ORTHO002886	AT2G22660
ORTHO002886	AT4G37900
ORTHO009923	AT2G30100
ORTHO004115	AT4G25660
ORTHO004115	AT4G25680
ORTHO004052	AT5G45800
ORTHO008266	AT5G58250
ORTHO009077	AT1G05440
ORTHO001742	AT3G48860
ORTHO001742	AT5G13260
ORTHO001742	AT5G23700
ORTHO003251	AT2G32040
ORTHO009860	AT2G31740
ORTHO002040	AT3G28850
ORTHO002040	AT5G39865
ORTHO005895	AT4G26720
ORTHO005895	AT5G55260
ORTHO001143	AT4G17280
ORTHO001143	AT5G35735
ORTHO001143	AT5G47530
ORTHO007695	AT1G27000
ORTHO001292	AT4G37750
ORTHO003536	AT2G22420
ORTHO001999	AT4G25160
ORTHO001999	AT5G51270
ORTHO001999	AT5G61550
ORTHO001999	AT5G61560
ORTHO010129	AT4G01940
ORTHO007820	AT1G56230
ORTHO006559	AT1G36390
ORTHO001446	AT1G07510
ORTHO001446	AT2G29080
ORTHO002545	AT1G03860
ORTHO002545	AT2G20530
ORTHO002545	AT4G28510
ORTHO001376	AT5G60440
ORTHO007280	AT4G01000
ORTHO002332	AT5G01710
ORTHO002474	AT3G12710
ORTHO002474	AT5G44680
ORTHO005793	AT3G02770
ORTHO005793	AT5G16450
ORTHO001903	AT5G22000
ORTHO007589	AT5G44450
ORTHO001129	AT1G14860
ORTHO001129	AT2G01670
ORTHO001166_1	AT4G00570
ORTHO007799	AT1G09340
ORTHO004352	AT1G79900
ORTHO008895	AT2G02090
ORTHO004414	AT3G25220
ORTHO004414	AT5G48580
ORTHO009301	AT2G35410
ORTHO010577	AT4G28740
ORTHO011167	AT5G49410
ORTHO005813	AT3G22550
ORTHO007174	AT3G63110
ORTHO003390	AT3G04610
ORTHO003842	AT5G23450
ORTHO007194	AT2G43080
ORTHO003370	AT1G10390
ORTHO003370	AT1G59660
ORTHO007465	AT3G56330
ORTHO010597	AT1G19690
ORTHO009342	AT4G36390
ORTHO006745	AT1G04010
ORTHO009404	AT1G64890
ORTHO005100	AT5G54270
ORTHO008875	AT1G24050
ORTHO008200	AT3G50960
ORTHO008200	AT5G66410
ORTHO007380	AT2G39950
ORTHO008530	AT2G32000
ORTHO007671	AT1G73720
ORTHO001186	AT1G49330
ORTHO001186	AT2G16190
ORTHO009629	AT2G30105
ORTHO007779	AT4G15420
ORTHO004916	AT2G16760
ORTHO004916	AT2G47370
ORTHO003432	AT1G34420
ORTHO006580	AT4G10925
ORTHO001396	AT4G19600
ORTHO001396	AT5G45190
ORTHO007260	AT4G16800
ORTHO005773	AT3G02420
ORTHO007216	AT3G14170
ORTHO000874	AT1G43710
ORTHO004514	AT3G09560
ORTHO005511	AT1G33520
ORTHO005511	AT4G25020
ORTHO009152	AT5G35690
ORTHO000753_1	AT3G47340
ORTHO000753_2	AT5G10240
ORTHO000753_2	AT5G65010
ORTHO004474	AT5G14700
ORTHO002735	AT1G77800
ORTHO001883	AT1G20850
ORTHO001883	AT4G35350
ORTHO007300	AT5G10320
ORTHO005997	AT3G27325
ORTHO001041	AT3G09550
ORTHO001041	AT3G12360
ORTHO007715	AT2G20690
ORTHO001513	AT2G22500
ORTHO001513	AT4G24570
ORTHO003076	AT1G45050
ORTHO003076	AT1G75440
ORTHO003076	AT5G42990
ORTHO004688	AT1G05150
ORTHO004688	AT2G32450
ORTHO005591	AT4G39630
ORTHO003229	AT1G03440
ORTHO003229	AT4G03010
ORTHO003411	AT4G11960
ORTHO003411	AT4G22890
ORTHO003556	AT5G09650
ORTHO005016	AT4G29720
ORTHO003922	AT3G26950
ORTHO004872	AT4G22740
ORTHO009882	AT5G04740
ORTHO010364	AT3G29280
ORTHO004996	AT2G36640
ORTHO004996	AT3G53040
ORTHO005877	AT5G10050
ORTHO005877	AT5G65205
ORTHO000637	AT1G05530
ORTHO000637	AT1G05560
ORTHO000637	AT4G14090
ORTHO000637	AT4G15550
ORTHO008469	AT3G15180
ORTHO001799	AT1G79710
ORTHO001799	AT5G25040
ORTHO001799	AT5G25050
ORTHO008915	AT5G22800
ORTHO002525	AT5G60250
ORTHO009099	AT5G43650
ORTHO008489	AT1G20050
ORTHO003452	AT4G27900
ORTHO003452	AT5G53420
ORTHO003314	AT1G44760
ORTHO004976	AT1G35620
ORTHO001867	AT5G51970
ORTHO010815	AT4G16570
ORTHO002418_1	AT4G21960
ORTHO004892	AT5G23710
ORTHO005571	AT5G18670
ORTHO004668	AT2G12646
ORTHO000584_1	AT1G25320
ORTHO000584_1	AT1G66830
ORTHO000584_1	AT2G01210
ORTHO000584_2	AT1G67510
ORTHO001732_1	AT3G59040
ORTHO001732_2	AT5G23590
ORTHO006393	AT1G26665
ORTHO006393	AT5G41910
ORTHO009322	AT5G14530
ORTHO006725	AT2G32970
ORTHO008002	AT3G49100
ORTHO003822	AT2G26850
ORTHO003822	AT2G32560
ORTHO003642	AT1G52770
ORTHO003642	AT3G15570
ORTHO008550	AT5G10700
ORTHO001417	AT3G05590
ORTHO001417	AT5G27850
ORTHO003705	AT3G28430
ORTHO006309	AT5G52950
ORTHO010795	AT3G03560
ORTHO005977	AT1G55960
ORTHO005977	AT3G13062
ORTHO006330	AT2G35540
ORTHO007029	AT4G04780
ORTHO001098	AT3G61110
ORTHO001098	AT5G47930
ORTHO004494	AT4G03210
ORTHO006786	AT4G17100
ORTHO007609	AT1G04590
ORTHO009651	AT1G23390
ORTHO006457	AT3G19910
ORTHO008834	AT5G51880
ORTHO008306	AT1G10830
ORTHO000668_1	AT2G36530
ORTHO008571	AT1G10310
ORTHO005671	AT5G13460
ORTHO005489	AT4G11660
ORTHO004790	AT1G06550
ORTHO010491	AT2G38140
ORTHO010027	AT1G76570
ORTHO010068	AT1G14310
ORTHO003157	AT5G14400
ORTHO002201	AT1G34670
ORTHO006868	AT3G18260
ORTHO002874	AT3G57090
ORTHO006827	AT3G06430
ORTHO000623	AT2G19160
ORTHO000623	AT4G25870
ORTHO000623	AT4G30060
ORTHO000623	AT4G31350
ORTHO000623	AT5G57270
ORTHO004136	AT1G32560
ORTHO004136	AT2G35300
ORTHO005368	AT3G66658
ORTHO001846	AT1G20200
ORTHO001846	AT1G75990
ORTHO006224	AT1G06240
ORTHO005327	AT4G16430
ORTHO002277	AT4G38060
ORTHO008160	AT4G22880
ORTHO004555	AT5G49555
ORTHO006101	AT3G51290
ORTHO010294	AT5G64160
ORTHO009549	AT5G27290
ORTHO000992	AT1G19110
ORTHO000992	AT1G72500
ORTHO009017	AT1G13630
ORTHO000391_1	AT3G43300
ORTHO000391_2	AT1G01960
ORTHO000391_2	AT3G60860
ORTHO000391_3	AT4G35380
ORTHO000391_3	AT4G38200
ORTHO008180	AT2G20360
ORTHO001337_1	AT5G05920
ORTHO001337_2	AT5G10910
ORTHO004032	AT4G25835
ORTHO004032	AT4G30250
ORTHO004032	AT5G57480
ORTHO010877	AT3G58590
ORTHO002906	AT1G08260
ORTHO002906	AT2G27120
ORTHO005856	AT2G46150
ORTHO005078	AT1G54385
ORTHO004269	AT5G22330
ORTHO005388	AT1G17690
ORTHO009839	AT5G22820
ORTHO002019	AT2G05160
ORTHO002019	AT3G52980
ORTHO006888	AT5G49480
ORTHO006968	AT5G09230
ORTHO003619	AT2G40690
ORTHO003619	AT2G40720
ORTHO004641	AT5G27820
ORTHO002833	AT1G32583
ORTHO002833	AT4G24972
ORTHO010249	AT3G27340
ORTHO002377	AT2G41960
ORTHO002377	AT3G58050
ORTHO005691	AT5G18700
ORTHO004770	AT5G54540
ORTHO005469	AT4G36990
ORTHO009943	AT4G20760
ORTHO000688_1	AT1G65610
ORTHO000688_2	AT4G24260
ORTHO000688_2	AT5G49720
ORTHO006600	AT4G10130
ORTHO006705	AT5G17400
ORTHO003201	AT3G22190
ORTHO002157	AT4G31480
ORTHO002157	AT4G31490
ORTHO000374_1	AT1G66970
ORTHO000374_1	AT1G66980
ORTHO000374_1	AT3G20520
ORTHO000374_1	AT4G26690
ORTHO000374_1	AT5G55480
ORTHO000374_2	AT5G58050
ORTHO000374_2	AT5G58170
ORTHO003802	AT4G19880
ORTHO003802	AT5G44990
ORTHO003802	AT5G45020
ORTHO003476	AT4G17410
ORTHO003476	AT5G47430
ORTHO008022	AT5G54090
ORTHO005957	AT2G01060
ORTHO007486	AT5G48545
ORTHO003662	AT2G19120
ORTHO003662	AT4G30100
ORTHO010900	AT5G38520
ORTHO001240	AT1G27040
ORTHO001240	AT1G69850
ORTHO001240	AT5G62730
ORTHO007009	AT5G59440
ORTHO000440_1	AT3G62720
ORTHO000440_1	AT4G02500
ORTHO000440_2	AT1G18690
ORTHO000440_2	AT1G74380
ORTHO000440_2	AT5G07720
ORTHO000834	AT1G01490
ORTHO004956	AT5G22480
ORTHO004956	AT5G37340
ORTHO000905_1	AT1G77340
ORTHO000905_1	AT5G65560
ORTHO003472	AT3G04500
ORTHO004178	AT4G38120
ORTHO001684	AT1G08230
ORTHO010835	AT4G36400
ORTHO008976	AT2G32640
ORTHO007880	AT3G20230
ORTHO005551	AT1G23790
ORTHO005551	AT1G70340
ORTHO001612	AT3G25520
ORTHO001612	AT5G39740
ORTHO007860	AT4G10180
ORTHO002619	AT1G64140
ORTHO003902	AT4G32720
ORTHO004852	AT5G41760
ORTHO011407	AT3G48810
ORTHO008664	AT4G31990
ORTHO002497	AT1G66230
ORTHO002497	AT5G16600
ORTHO001271	AT1G35720
ORTHO001271	AT5G10220
ORTHO001271	AT5G10230
ORTHO001271	AT5G65020
ORTHO008688	AT1G80550
ORTHO008935	AT3G47640
ORTHO002505	AT3G06680
ORTHO002505	AT3G06700
ORTHO009750	AT5G16690
ORTHO000934	AT3G24780
ORTHO000934	AT5G13210
ORTHO000934	AT5G43390
ORTHO000934	AT5G43400
ORTHO002715	AT2G24530
ORTHO002715	AT4G31440
ORTHO004454	AT4G00600
ORTHO004454	AT4G00620
ORTHO006039	AT5G12200
ORTHO002292	AT1G62800
ORTHO002292	AT5G11520
ORTHO002292	AT5G19550
ORTHO010154	AT5G53920
ORTHO010935	AT3G05345
ORTHO001784_2	AT1G09460
ORTHO000722	AT4G34880
ORTHO010406	AT5G17240
ORTHO003496	AT1G22830
ORTHO003496	AT1G71490
ORTHO010089	AT5G03910
ORTHO006372	AT5G63840
ORTHO002813	AT1G07360
ORTHO002813	AT2G29580
ORTHO010451	AT3G23490
ORTHO006948	AT1G28120
ORTHO004750	AT4G19460
ORTHO005449	AT1G02475
ORTHO005449	AT4G01883
ORTHO000426	AT2G20610
ORTHO000426	AT2G24850
ORTHO000426	AT4G28410
ORTHO000426	AT4G28420
ORTHO000426	AT5G36160
ORTHO000426	AT5G53970
ORTHO006497	AT1G17160
ORTHO000268_1	AT2G44230
ORTHO000268_1	AT2G44260
ORTHO000268_1	AT3G01870
ORTHO000268_1	AT3G01880
ORTHO000268_2	AT1G04090
ORTHO000268_2	AT5G43950
ORTHO009037	AT3G10130
ORTHO009589	AT3G18165
ORTHO008427	AT5G39570
ORTHO009280	AT3G48380
ORTHO002793	AT2G30650
ORTHO002793	AT2G30660
ORTHO002793	AT5G65940
ORTHO006538	AT4G02530
ORTHO005185	AT3G21550
ORTHO004012	AT4G04680
ORTHO004012	AT5G06350
ORTHO004012	AT5G27010
ORTHO007111	AT2G24290
ORTHO007111	AT4G30996
ORTHO002926	AT3G50780
ORTHO001317	AT1G62260
ORTHO001317	AT1G62262
ORTHO001317	AT1G62280
ORTHO010222	AT1G53330
ORTHO004249	AT1G01230
ORTHO005058	AT1G79830
ORTHO001633	AT1G45145
ORTHO001633	AT3G51030
ORTHO004579	AT2G42260
ORTHO004579	AT3G57860
ORTHO006807	AT2G34090
ORTHO001957	AT3G26890
ORTHO001957	AT5G41110
ORTHO006182	AT3G60910
ORTHO008794	AT2G25910
ORTHO004290	AT1G04850
ORTHO009384	AT5G65860
ORTHO005307	AT3G29770
ORTHO002257	AT5G55050
ORTHO007152	AT3G17020
ORTHO000550	AT2G37670
ORTHO000550	AT3G15470
ORTHO000550	AT5G02430
ORTHO000550	AT5G54200
ORTHO007400	AT4G13550
ORTHO008140	AT2G41480
ORTHO000327_1	AT1G30600
ORTHO000327_1	AT1G62340
ORTHO000327_1	AT2G19170
ORTHO000327_1	AT4G20430
ORTHO000327_1	AT4G30020
ORTHO000327_1	AT5G44530
ORTHO009569	AT1G56050
ORTHO001071	AT2G39730
ORTHO006121	AT5G19660
ORTHO008326	AT4G17430
ORTHO003034	AT4G14750
ORTHO006477	AT3G24660
ORTHO008814	AT1G76450
ORTHO009671	AT2G34470
ORTHO000779_1	AT2G19600
ORTHO000779_1	AT5G11800
ORTHO005651	AT3G58140
ORTHO000465	AT1G10630
ORTHO000465	AT1G23490
ORTHO000465	AT1G70490
ORTHO000465	AT2G47170
ORTHO000465	AT3G62290
ORTHO000465	AT5G14670
ORTHO010007	AT4G33470
ORTHO003097	AT1G02110
ORTHO003097	AT3G60320
ORTHO009194	AT5G20040
ORTHO006102	AT1G20970
ORTHO004556	AT5G11590
ORTHO008052	AT2G40190
ORTHO007821	AT2G47590
ORTHO008998	AT2G46200
ORTHO009840	AT1G33350
ORTHO002661	AT1G18800
ORTHO002661	AT1G74560
ORTHO001293_1	AT2G46330
ORTHO001293_1	AT3G61640
ORTHO001293_1	AT5G53250
ORTHO003537	AT2G35630
ORTHO001338	AT4G05100
ORTHO001338	AT4G21440
ORTHO006561	AT2G44525
ORTHO006561	AT3G60150
ORTHO001377	AT2G25770
ORTHO001377	AT4G32870
ORTHO007281	AT2G28330
ORTHO002333	AT5G14230
ORTHO002475	AT3G45210
ORTHO002475	AT5G60680
ORTHO008408	AT5G58760
ORTHO009018	AT1G02420
ORTHO001447_1	AT4G36760
ORTHO001447_2	AT3G05350
ORTHO002202	AT1G53160
ORTHO002202	AT3G15270
ORTHO004353	AT5G33320
ORTHO004415	AT5G17270
ORTHO004415	AT5G37130
ORTHO010492	AT4G37030
