gf-id	num-genes	num-species	ath	bra	cpa	ptr	mtr	gma	cme	pbr	vvi	sly
HOMSTM001300	63	14	4	7	5	5	4	9	2	6	4	7
HOMSTM001301	63	14	5	5	2	6	3	10	2	8	2	4
HOMSTM001303	63	14	2	3	3	10	3	13	3	8	3	6
HOMSTM001304	63	14	3	4	2	6	4	7	2	7	3	4
HOMSTM001305	63	14	2	4	2	8	12	6	1	8	12	3
HOMSTM001306	63	14	4	6	4	4	4	6	3	6	4	4
HOMSTM001307	63	14	4	5	3	4	3	6	5	11	3	5
HOMSTM001308	63	14	4	7	4	5	3	5	3	6	4	5
HOMSTM001309	63	14	5	8	4	6	4	5	3	4	3	6
HOMSTM001310	63	14	2	5	4	5	6	6	3	8	4	4
HOMSTM001311	63	14	5	7	3	4	3	6	3	6	4	6
HOMSTM001313	63	14	3	7	3	7	4	10	1	7	4	3
HOMSTM001314	63	14	3	5	2	5	5	10	2	4	4	5
HOMSTM001315	63	14	4	3	5	5	5	6	3	6	3	3
HOMSTM001316	63	14	2	2	3	7	5	5	8	5	6	5
HOMSTM001317	63	14	6	8	3	4	5	8	4	5	2	5
HOMSTM001318	63	14	6	3	2	5	14	4	2	3	2	6
HOMSTM001319	63	14	5	9	3	5	3	6	3	7	3	5
HOMSTM001320	63	14	5	6	3	3	3	6	5	7	3	4
HOMSTM001321	63	14	3	6	4	7	3	6	4	6	4	5
HOMSTM001322	63	14	3	8	2	4	3	8	4	4	2	3
HOMSTM001323	63	14	3	5	3	6	3	6	4	6	10	3
HOMSTM001324	63	14	9	3	1	6	7	6	3	8	8	3
HOMSTM001328	62	14	6	8	3	5	6	10	2	6	1	2
HOMSTM001329	62	14	4	4	3	5	4	11	4	5	4	4
HOMSTM001330	62	14	3	5	6	5	2	4	4	4	3	4
HOMSTM001331	62	14	5	9	3	7	4	6	3	3	2	5
HOMSTM001332	62	14	6	8	2	4	6	5	1	9	3	4
HOMSTM001333	62	14	4	8	2	4	2	4	10	2	2	5
HOMSTM001334	62	14	4	3	5	6	3	7	3	9	4	5
HOMSTM001335	62	14	3	7	2	5	2	6	4	6	3	7
HOMSTM001336	62	14	4	7	3	7	6	11	5	3	1	6
HOMSTM001337	62	14	4	6	3	5	6	8	3	5	3	3
HOMSTM001338	62	14	4	9	2	5	4	8	3	6	2	2
HOMSTM001339	62	14	4	4	3	3	4	6	4	8	4	3
HOMSTM001340	62	14	5	9	4	4	5	6	2	5	3	3
HOMSTM001342	62	14	3	4	4	6	7	12	3	6	2	4
HOMSTM001343	62	14	7	9	3	5	4	8	3	3	3	4
HOMSTM001344	62	14	4	6	4	4	14	10	2	4	3	1
HOMSTM001345	62	14	5	8	3	5	3	6	5	4	3	4
HOMSTM001346	62	14	1	3	2	8	3	10	2	3	4	2
HOMSTM001347	62	14	3	5	4	4	5	10	3	7	4	3
HOMSTM001348	62	14	5	11	3	4	3	6	3	7	3	4
HOMSTM001349	62	14	5	6	4	4	4	5	4	7	3	6
HOMSTM001350	62	14	2	3	3	5	4	5	6	5	3	11
HOMSTM001353	61	14	4	5	3	5	7	9	3	6	3	4
HOMSTM001354	61	14	4	6	2	4	4	7	2	8	11	5
HOMSTM001357	61	14	3	7	6	5	3	7	3	8	3	5
HOMSTM001359	61	14	4	5	5	4	2	9	3	5	3	3
HOMSTM001360	61	14	4	6	2	4	2	12	3	6	3	3
HOMSTM001361	61	14	5	9	4	5	2	9	2	5	3	5
HOMSTM001362	61	14	3	6	3	5	3	8	3	6	3	4
HOMSTM001363	61	14	3	5	4	4	4	9	2	6	3	4
HOMSTM001364	61	14	3	5	5	6	6	4	6	2	3	4
HOMSTM001365	61	14	6	9	2	4	7	5	2	4	2	2
HOMSTM001366	61	14	6	8	2	5	4	8	3	7	3	7
HOMSTM001367	61	14	2	2	3	3	5	8	2	7	4	5
HOMSTM001368	61	14	4	6	2	5	5	10	3	3	3	5
HOMSTM001369	61	14	5	7	5	3	4	6	3	4	4	3
HOMSTM001370	61	14	2	5	2	8	3	5	1	11	5	4
HOMSTM001371	61	14	7	14	3	5	3	6	4	5	3	4
HOMSTM001372	61	14	3	4	3	6	4	8	3	8	3	3
HOMSTM001373	61	14	3	5	3	6	4	7	2	8	3	3
HOMSTM001375	61	14	3	6	2	5	9	10	3	3	3	2
HOMSTM001376	61	14	3	5	1	5	4	7	4	5	3	2
HOMSTM001377	61	14	4	7	4	6	3	6	2	6	3	5
HOMSTM001379	61	14	3	6	5	8	5	10	3	5	3	2
HOMSTM001381	61	14	4	8	3	5	3	9	3	5	4	3
HOMSTM001383	60	14	2	5	2	3	5	13	3	5	2	2
HOMSTM001384	60	14	3	6	2	4	3	6	2	5	5	11
HOMSTM001385	60	14	4	4	3	4	5	9	4	4	6	5
HOMSTM001387	60	14	2	4	3	3	4	4	2	4	2	4
HOMSTM001388	60	14	5	7	2	5	4	8	3	7	3	3
HOMSTM001389	60	14	3	9	2	4	13	4	3	3	2	5
HOMSTM001390	60	14	3	5	4	7	4	5	4	5	3	2
HOMSTM001392	60	14	3	5	3	6	5	6	6	4	4	6
HOMSTM001393	60	14	4	6	3	7	4	5	2	4	4	4
HOMSTM001394	60	14	2	2	2	5	8	9	6	7	6	3
HOMSTM001395	60	14	3	6	2	4	3	6	1	5	5	5
HOMSTM001396	60	14	4	6	3	5	3	6	3	6	3	4
HOMSTM001397	60	14	4	5	4	7	3	7	5	7	3	5
HOMSTM001398	60	14	3	5	3	4	6	10	5	3	3	6
HOMSTM001399	60	14	3	5	4	6	3	6	3	5	2	3
HOMSTM001400	60	14	3	5	3	7	4	5	5	6	2	5
HOMSTM001401	60	14	2	4	3	6	4	7	2	4	6	5
HOMSTM001402	60	14	3	7	3	6	2	7	3	3	3	3
HOMSTM001403	60	14	5	7	3	3	6	8	3	5	3	3
HOMSTM001404	60	14	2	5	2	4	4	9	2	4	4	3
HOMSTM001405	60	14	3	5	3	4	2	6	2	5	4	3
HOMSTM001407	60	14	4	6	3	6	3	8	3	10	2	2
HOMSTM001408	60	14	5	7	2	2	4	4	4	6	2	2
HOMSTM001409	60	14	2	3	4	7	3	8	4	7	4	3
HOMSTM001410	60	14	3	4	3	6	2	8	3	7	3	4
HOMSTM001411	60	14	4	3	3	6	6	9	4	7	3	3
HOMSTM001412	60	14	2	4	5	5	5	9	4	7	4	4
HOMSTM001413	60	14	5	7	4	5	4	6	3	3	3	3
HOMSTM001414	60	14	6	7	5	9	6	8	3	3	2	4
HOMSTM001415	60	14	4	7	4	5	8	9	1	6	2	4
HOMSTM001418	59	14	6	8	3	8	4	9	4	5	2	4
HOMSTM001420	59	14	3	5	3	4	3	10	3	7	4	3
HOMSTM001421	59	14	4	3	3	6	3	11	3	7	3	4
HOMSTM001422	59	14	3	4	6	4	3	4	7	4	7	2
HOMSTM001423	59	14	3	8	2	5	3	4	2	4	3	12
HOMSTM001424	59	14	3	6	3	7	4	8	2	7	2	4
HOMSTM001425	59	14	3	8	2	5	2	9	2	6	4	3
HOMSTM001426	59	14	3	6	3	6	3	11	3	5	3	4
HOMSTM001427	59	14	4	8	3	4	4	7	3	3	3	5
HOMSTM001429	59	14	3	8	3	4	3	11	3	4	2	2
HOMSTM001430	59	14	3	4	2	9	7	6	8	3	3	3
HOMSTM001431	59	14	5	5	3	4	5	8	4	4	5	2
HOMSTM001432	59	14	4	3	3	5	5	9	3	8	2	2
HOMSTM001433	59	14	2	6	3	6	2	7	3	7	3	4
HOMSTM001435	59	14	3	4	4	7	4	12	3	4	5	3
HOMSTM001436	59	14	4	5	2	4	5	6	2	8	2	4
HOMSTM001437	59	14	3	5	2	4	5	5	2	3	3	7
HOMSTM001439	59	14	3	4	2	13	6	10	3	2	3	3
HOMSTM001440	59	14	3	7	4	5	3	6	3	4	5	5
HOMSTM001442	59	14	3	5	2	5	4	8	3	4	3	3
HOMSTM001443	59	14	4	5	2	6	3	4	3	8	3	3
HOMSTM001444	59	14	2	4	4	4	5	4	2	6	2	18
HOMSTM001445	58	14	3	6	3	5	7	6	4	3	3	4
HOMSTM001446	58	14	2	3	3	6	8	10	3	5	1	3
HOMSTM001449	58	14	2	6	2	4	4	9	2	10	3	4
HOMSTM001450	58	14	2	2	2	4	1	20	2	1	2	1
HOMSTM001451	58	14	5	7	2	5	5	10	3	5	3	4
HOMSTM001452	58	14	4	6	2	6	3	6	3	5	5	5
HOMSTM001453	58	14	3	6	2	4	6	4	2	4	6	7
HOMSTM001455	58	14	4	8	4	3	3	5	7	6	4	3
HOMSTM001458	58	14	3	6	4	5	4	3	2	4	2	6
HOMSTM001459	58	14	3	5	2	4	12	4	3	5	2	5
HOMSTM001460	58	14	4	7	2	5	4	6	2	5	2	4
HOMSTM001461	58	14	3	5	3	6	3	8	4	6	4	4
HOMSTM001463	58	14	3	5	1	3	4	4	3	7	4	4
HOMSTM001464	58	14	3	4	4	4	3	7	3	5	4	4
HOMSTM001465	58	14	4	8	2	7	8	9	4	7	2	2
HOMSTM001466	58	14	5	5	2	4	3	9	2	5	2	8
HOMSTM001467	58	14	2	6	2	4	3	12	2	7	5	2
HOMSTM001468	58	14	3	5	3	4	2	4	5	4	5	2
HOMSTM001469	58	14	2	3	19	3	2	13	1	5	1	3
HOMSTM001470	58	14	2	8	2	5	3	6	3	6	4	4
HOMSTM001471	58	14	4	5	4	8	5	8	3	4	7	3
HOMSTM001474	57	14	2	2	1	2	4	2	4	2	1	1
HOMSTM001475	57	14	2	3	6	7	2	8	2	10	4	3
HOMSTM001476	57	14	3	5	3	5	4	6	4	7	3	5
HOMSTM001477	57	14	1	2	4	4	4	7	3	8	3	6
HOMSTM001479	57	14	4	3	5	6	4	7	4	2	3	8
HOMSTM001480	57	14	4	10	2	5	5	6	2	5	1	4
HOMSTM001481	57	14	3	4	4	4	4	7	3	6	4	7
HOMSTM001482	57	14	3	5	3	6	3	10	3	7	3	4
HOMSTM001483	57	14	3	5	3	4	10	6	2	5	2	9
HOMSTM001484	57	14	5	8	2	4	3	6	2	3	1	4
HOMSTM001486	57	14	1	4	1	2	2	2	1	4	2	1
HOMSTM001487	57	14	2	4	1	5	13	7	5	3	3	5
HOMSTM001488	57	14	4	5	4	4	3	10	3	4	4	3
HOMSTM001489	57	14	3	5	3	3	7	6	2	5	3	4
HOMSTM001490	57	14	1	1	1	8	4	11	5	2	4	4
HOMSTM001491	57	14	2	7	3	5	3	4	2	8	5	3
HOMSTM001492	57	14	3	6	2	6	3	8	1	6	2	11
HOMSTM001493	57	14	3	6	4	4	5	10	2	4	4	2
HOMSTM001494	57	14	3	6	3	4	3	8	5	5	6	3
HOMSTM001495	57	14	6	7	3	9	4	1	2	7	4	2
HOMSTM001497	57	14	3	7	2	3	4	10	3	2	4	5
HOMSTM001498	57	14	4	8	3	4	4	6	2	11	3	3
HOMSTM001499	57	14	3	5	3	3	7	6	2	3	2	10
HOMSTM001500	57	14	4	7	2	4	4	8	3	3	3	4
HOMSTM001501	57	14	3	4	4	6	6	9	2	5	5	3
HOMSTM001503	57	14	3	5	3	6	5	11	2	4	4	4
HOMSTM001504	57	14	3	6	2	5	3	8	3	6	3	3
HOMSTM001508	56	14	3	5	4	3	3	6	3	3	3	6
HOMSTM001509	56	14	3	6	2	6	5	7	3	4	2	3
HOMSTM001510	56	14	2	4	2	3	8	6	5	6	2	3
HOMSTM001511	56	14	3	3	4	5	5	10	3	7	3	2
HOMSTM001512	56	14	4	3	4	6	2	6	4	7	4	3
HOMSTM001513	56	14	2	3	3	7	5	11	2	6	2	4
HOMSTM001514	56	14	4	5	4	5	4	7	3	4	3	3
HOMSTM001515	56	14	4	6	2	3	5	6	2	5	2	3
HOMSTM001516	56	14	3	5	5	7	3	6	2	6	3	3
HOMSTM001517	56	14	2	4	1	4	12	4	3	5	3	4
HOMSTM001518	56	14	5	9	6	2	2	6	3	4	2	4
HOMSTM001520	56	14	3	4	4	6	3	5	3	4	4	4
HOMSTM001521	56	14	2	3	4	4	5	6	4	5	5	4
HOMSTM001522	56	14	3	6	3	4	7	6	2	4	2	6
HOMSTM001523	56	14	9	5	2	5	5	5	3	5	3	4
HOMSTM001524	56	14	3	4	1	14	5	4	1	3	4	6
HOMSTM001525	56	14	3	5	3	7	4	6	3	4	6	3
HOMSTM001526	56	14	2	6	2	3	5	8	3	4	2	5
HOMSTM001527	56	14	4	6	3	4	2	4	4	3	6	3
HOMSTM001528	56	14	1	4	3	7	5	10	3	5	3	3
HOMSTM001529	56	14	4	6	2	4	5	6	4	4	2	9
HOMSTM001531	56	14	3	3	3	6	3	7	3	4	3	4
HOMSTM001532	56	14	4	8	2	2	3	6	4	8	3	4
HOMSTM001533	56	14	3	9	2	4	4	4	11	3	2	2
HOMSTM001535	56	14	3	6	2	4	2	7	5	6	5	3
HOMSTM001536	56	14	2	6	2	4	4	4	2	12	7	2
HOMSTM001537	56	14	3	4	2	4	5	8	3	7	2	4
HOMSTM001541	55	14	2	1	3	4	3	5	2	7	1	1
HOMSTM001542	55	14	2	3	2	2	2	6	2	2	3	2
HOMSTM001543	55	14	1	1	3	8	3	6	1	3	4	5
HOMSTM001544	55	14	3	4	3	4	6	5	3	7	2	5
HOMSTM001545	55	14	3	5	3	8	3	6	5	4	2	5
HOMSTM001546	55	14	4	8	4	3	3	6	1	5	3	5
HOMSTM001547	55	14	3	4	3	6	4	7	3	5	3	4
HOMSTM001548	55	14	3	5	4	6	4	7	3	4	3	3
HOMSTM001549	55	14	3	6	2	4	4	10	2	3	2	5
HOMSTM001551	55	14	4	8	2	4	4	8	2	7	2	4
HOMSTM001552	55	14	3	3	3	4	3	8	4	3	3	3
HOMSTM001553	55	14	2	2	1	8	10	4	4	5	2	3
HOMSTM001554	55	14	4	6	2	3	2	6	2	4	3	3
HOMSTM001555	55	14	3	7	2	5	3	9	3	4	4	3
HOMSTM001556	55	14	3	7	2	4	5	9	2	5	6	3
HOMSTM001557	55	14	4	15	1	1	2	14	1	4	1	4
HOMSTM001559	55	14	4	5	2	4	3	6	3	3	5	4
HOMSTM001560	55	14	3	3	5	5	4	6	3	6	5	3
HOMSTM001561	55	14	4	6	4	4	4	4	3	8	2	3
HOMSTM001564	55	14	5	7	3	6	4	5	4	2	1	1
HOMSTM001566	55	14	4	5	6	5	2	3	4	5	4	3
HOMSTM001567	55	14	2	4	2	6	6	7	4	5	4	2
HOMSTM001568	55	14	1	1	2	5	1	8	5	11	4	4
HOMSTM001571	54	14	3	10	3	3	3	5	3	4	2	4
HOMSTM001572	54	14	3	7	6	2	4	6	4	3	5	3
HOMSTM001573	54	14	3	4	5	7	4	7	3	9	4	3
HOMSTM001576	54	14	4	7	2	4	2	8	2	4	1	2
HOMSTM001577	54	14	3	3	2	6	7	5	2	7	3	4
HOMSTM001578	54	14	2	4	2	3	4	5	2	5	4	13
HOMSTM001579	54	14	1	2	4	5	4	6	3	8	4	4
HOMSTM001580	54	14	3	2	3	3	4	6	3	6	3	3
HOMSTM001581	54	14	2	4	2	5	3	6	3	5	3	6
HOMSTM001582	54	14	3	4	2	4	2	7	3	4	5	3
HOMSTM001583	54	14	4	5	2	4	3	2	1	5	15	1
HOMSTM001584	54	14	3	4	3	4	8	8	2	4	3	4
HOMSTM001585	54	14	3	5	2	2	7	8	5	4	2	5
HOMSTM001586	54	14	5	5	1	4	4	5	1	4	3	4
HOMSTM001587	54	14	2	2	4	2	17	2	1	9	2	2
HOMSTM001588	54	14	2	4	4	3	2	4	2	8	2	4
HOMSTM001589	54	14	2	5	3	5	3	11	4	5	3	3
HOMSTM001590	54	14	2	3	2	4	3	6	4	4	2	2
HOMSTM001591	54	14	4	5	3	5	4	7	3	3	3	2
HOMSTM001592	54	14	2	4	2	4	4	8	5	5	3	4
HOMSTM001593	54	14	3	4	3	4	5	7	3	4	4	3
HOMSTM001598	53	14	3	5	3	4	3	5	3	7	4	4
HOMSTM001599	53	14	4	5	1	7	9	7	2	2	3	3
HOMSTM001600	53	14	2	4	3	4	4	6	2	4	2	4
HOMSTM001602	53	14	2	3	3	5	3	7	2	7	3	4
HOMSTM001603	53	14	1	2	1	3	2	8	7	12	4	1
HOMSTM001604	53	14	4	6	2	3	2	8	2	4	2	2
HOMSTM001605	53	14	3	6	3	4	3	5	2	3	6	2
HOMSTM001606	53	14	3	4	3	6	3	8	3	4	3	3
HOMSTM001607	53	14	2	2	3	4	6	8	3	8	3	2
HOMSTM001608	53	14	4	9	2	3	4	10	3	5	1	2
HOMSTM001609	53	14	4	5	3	4	2	4	2	9	3	7
HOMSTM001610	53	14	3	5	3	9	2	7	2	7	3	5
HOMSTM001611	53	14	5	5	2	4	3	6	4	4	3	2
HOMSTM001612	53	14	2	2	4	5	6	12	2	3	2	7
HOMSTM001613	53	14	4	8	3	7	4	6	1	2	2	5
HOMSTM001614	53	14	1	3	4	6	7	8	3	4	2	6
HOMSTM001615	53	14	3	5	2	3	2	6	2	8	2	6
HOMSTM001616	53	14	4	9	2	4	4	6	2	5	2	3
HOMSTM001617	53	14	4	11	1	4	3	6	2	5	2	2
HOMSTM001618	53	14	4	4	4	7	2	2	6	3	3	5
HOMSTM001619	53	14	2	2	2	1	4	8	4	4	3	3
HOMSTM001620	53	14	3	5	1	6	3	10	3	5	2	3
HOMSTM001621	53	14	3	6	3	5	6	8	2	4	1	2
HOMSTM001622	53	14	4	4	1	4	3	10	3	4	2	4
HOMSTM001624	53	14	2	3	4	8	5	8	2	4	5	2
HOMSTM001625	53	14	5	3	3	6	5	8	2	5	2	3
HOMSTM001628	53	14	2	4	3	5	3	8	2	10	4	2
HOMSTM001629	53	14	4	5	1	4	4	10	2	4	4	3
HOMSTM001630	53	14	3	6	3	7	2	5	2	6	3	3
HOMSTM001631	53	14	5	7	3	6	2	2	5	1	2	6
HOMSTM001632	53	14	3	4	3	5	3	6	3	3	4	5
HOMSTM001633	53	14	3	3	2	6	4	6	2	3	3	4
HOMSTM001634	53	14	3	10	3	4	5	6	3	5	2	3
HOMSTM001635	53	14	4	8	1	4	5	8	3	7	3	4
HOMSTM001636	53	14	3	7	2	3	3	5	3	6	2	2
HOMSTM001637	53	14	2	2	3	6	5	7	1	6	2	2
HOMSTM001640	52	14	2	2	2	3	3	5	2	2	2	3
HOMSTM001641	52	14	3	7	2	2	2	4	3	5	5	3
HOMSTM001642	52	14	3	3	2	6	4	7	2	6	3	2
HOMSTM001643	52	14	2	3	2	4	6	6	2	6	3	3
HOMSTM001644	52	14	4	3	3	4	3	8	4	6	3	4
HOMSTM001645	52	14	6	11	2	4	3	4	1	5	1	2
HOMSTM001646	52	14	3	5	6	4	2	8	3	3	3	4
HOMSTM001647	52	14	3	4	2	4	1	3	3	5	4	2
HOMSTM001648	52	14	4	8	2	4	4	8	2	2	5	2
HOMSTM001650	52	14	3	3	3	5	3	6	3	6	3	4
HOMSTM001652	52	14	3	3	3	3	3	8	2	6	3	3
HOMSTM001653	52	14	4	5	2	4	3	5	1	11	2	3
HOMSTM001654	52	14	3	6	3	4	4	7	3	6	2	5
HOMSTM001656	52	14	3	3	4	4	3	6	3	4	3	3
HOMSTM001657	52	14	4	6	5	4	4	7	2	3	2	2
HOMSTM001658	52	14	3	4	2	3	4	6	1	8	3	5
HOMSTM001659	52	14	3	6	2	4	3	6	3	4	6	3
HOMSTM001660	52	14	2	7	3	2	10	9	3	2	2	3
HOMSTM001661	52	14	1	3	2	5	7	8	3	1	4	3
HOMSTM001662	52	14	3	4	4	3	6	7	2	5	6	3
HOMSTM001663	52	14	4	5	2	2	8	8	3	7	2	4
HOMSTM001664	52	14	3	5	2	5	3	6	3	6	4	2
HOMSTM001665	52	14	7	4	2	6	3	5	2	4	3	4
HOMSTM001666	52	14	2	6	3	2	4	7	1	6	4	5
HOMSTM001667	52	14	2	2	4	2	3	5	2	10	3	6
HOMSTM001668	52	14	4	5	2	6	2	4	2	2	9	3
HOMSTM001669	52	14	2	3	4	5	2	8	5	6	4	2
HOMSTM001670	52	14	2	6	2	3	4	8	7	4	4	3
HOMSTM001671	52	14	3	5	3	6	5	9	2	5	3	3
HOMSTM001673	52	14	2	2	3	4	5	9	1	4	5	3
HOMSTM001674	52	14	2	3	2	3	3	6	3	4	1	3
HOMSTM001675	52	14	2	4	1	10	2	11	3	1	5	2
HOMSTM001677	51	14	2	3	3	5	4	7	5	5	5	4
HOMSTM001678	51	14	4	4	4	4	3	3	2	6	4	2
HOMSTM001679	51	14	3	4	4	7	3	4	3	4	2	5
HOMSTM001680	51	14	4	6	1	2	5	8	1	1	2	4
HOMSTM001681	51	14	4	8	3	5	1	5	1	4	2	3
HOMSTM001682	51	14	2	7	4	6	4	5	3	6	2	4
HOMSTM001683	51	14	4	5	2	4	3	6	2	4	2	3
HOMSTM001684	51	14	1	2	2	2	2	2	2	2	1	1
HOMSTM001685	51	14	2	4	2	3	3	4	2	5	2	4
HOMSTM001686	51	14	3	5	3	5	4	8	2	2	2	3
HOMSTM001687	51	14	4	5	1	2	3	5	2	3	1	7
HOMSTM001688	51	14	2	5	2	2	5	5	6	5	3	6
HOMSTM001689	51	14	5	7	2	4	4	9	2	3	2	3
HOMSTM001690	51	14	5	6	2	8	6	8	3	4	2	2
HOMSTM001691	51	14	2	3	3	3	3	7	3	3	2	2
HOMSTM001692	51	14	2	5	2	4	4	7	5	3	2	6
HOMSTM001693	51	14	4	6	2	6	2	9	3	3	3	3
HOMSTM001694	51	14	3	5	3	5	9	4	3	3	4	4
HOMSTM001695	51	14	3	7	3	5	2	6	3	4	3	4
HOMSTM001697	51	14	3	5	2	4	3	7	1	5	3	4
HOMSTM001698	51	14	4	5	5	3	3	7	4	5	3	3
HOMSTM001699	51	14	3	2	2	5	4	9	3	5	2	2
HOMSTM001700	51	14	2	3	4	3	4	5	1	4	2	6
HOMSTM001701	51	14	3	5	2	2	5	4	1	3	1	1
HOMSTM001702	51	14	2	3	2	3	2	10	3	2	2	3
HOMSTM001703	51	14	2	7	2	4	4	6	3	2	2	2
HOMSTM001706	51	14	3	4	2	4	3	8	2	6	3	3
HOMSTM001707	51	14	3	4	3	7	2	6	2	2	5	2
HOMSTM001708	51	14	4	5	3	3	3	6	3	8	5	4
HOMSTM001709	51	14	2	4	2	4	2	6	2	6	5	4
HOMSTM001711	51	14	3	7	1	5	3	5	2	8	7	3
HOMSTM001712	51	14	3	6	3	5	2	6	2	4	2	4
HOMSTM001713	51	14	2	7	2	3	3	6	4	6	2	2
HOMSTM001714	51	14	3	3	2	5	3	5	2	7	3	6
HOMSTM001715	51	14	2	3	2	4	5	7	3	5	2	3
HOMSTM001717	50	14	4	4	3	3	2	9	2	3	5	3
HOMSTM001719	50	14	3	4	3	3	4	7	3	6	2	3
HOMSTM001720	50	14	2	4	2	5	4	8	1	5	2	3
HOMSTM001721	50	14	6	6	3	4	2	5	2	5	2	2
HOMSTM001722	50	14	5	9	3	5	2	4	2	6	2	3
HOMSTM001723	50	14	2	5	2	4	2	7	3	6	1	2
HOMSTM001724	50	14	4	6	4	4	2	4	2	3	2	5
HOMSTM001727	50	14	14	3	1	2	5	4	6	1	1	5
HOMSTM001728	50	14	3	2	2	3	4	6	3	4	5	3
HOMSTM001729	50	14	3	4	1	4	11	2	2	3	2	4
HOMSTM001730	50	14	3	3	2	4	2	6	3	5	3	3
HOMSTM001731	50	14	2	3	1	5	3	6	3	7	4	4
HOMSTM001733	50	14	5	3	3	9	3	5	2	3	2	2
HOMSTM001734	50	14	3	3	4	3	5	4	3	4	3	4
HOMSTM001735	50	14	2	5	3	6	4	6	3	7	1	2
HOMSTM001736	50	14	3	4	4	5	3	4	3	3	3	3
HOMSTM001737	50	14	3	3	2	3	3	5	3	4	2	3
HOMSTM001738	50	14	3	5	2	5	3	4	2	5	2	3
HOMSTM001739	50	14	4	5	3	6	4	8	4	3	2	3
HOMSTM001740	50	14	3	5	3	4	6	7	2	2	2	2
HOMSTM001741	50	14	3	6	2	2	3	5	1	5	2	3
HOMSTM001742	50	14	2	7	4	4	3	4	3	2	7	2
HOMSTM001744	50	14	3	2	2	3	4	7	1	3	7	4
HOMSTM001745	50	14	3	7	3	3	2	8	2	3	2	2
HOMSTM001746	50	14	3	5	2	5	4	7	3	7	4	2
HOMSTM001747	50	14	2	5	3	4	5	9	2	2	3	5
HOMSTM001748	50	14	1	3	1	9	2	6	2	5	4	4
HOMSTM001749	50	14	4	7	1	3	4	9	1	5	2	4
HOMSTM001750	50	14	3	4	2	4	2	5	2	7	2	4
HOMSTM001751	50	14	2	5	1	6	3	4	2	2	8	3
HOMSTM001753	50	14	5	7	3	3	6	4	6	4	3	2
HOMSTM001754	50	14	1	1	2	6	5	6	2	5	2	3
HOMSTM001755	50	14	3	5	3	7	2	5	3	3	2	5
HOMSTM001756	50	14	3	5	2	3	3	5	2	3	2	4
HOMSTM001757	50	14	4	7	2	6	3	4	4	5	2	1
HOMSTM001758	50	14	3	8	3	4	2	4	3	1	6	6
HOMSTM001759	50	14	4	4	3	5	4	11	1	6	5	2
HOMSTM001760	50	14	3	3	2	4	2	4	2	6	2	4
HOMSTM001761	50	14	3	4	3	3	9	7	3	2	3	5
HOMSTM001762	50	14	2	6	2	4	3	6	3	3	2	5
HOMSTM001763	50	14	7	9	3	4	2	7	2	4	2	3
HOMSTM001764	50	14	3	6	2	4	5	5	3	5	2	2
HOMSTM001765	50	14	3	6	3	3	2	5	3	4	4	6
HOMSTM001766	50	14	3	3	3	5	3	6	4	4	3	2
HOMSTM001767	50	14	2	5	2	4	2	5	2	5	4	3
HOMSTM001768	50	14	1	1	3	3	7	10	2	5	1	5
HOMSTM001769	50	14	3	3	2	4	10	10	2	3	2	2
HOMSTM001770	50	14	2	3	1	4	4	6	3	3	3	4
HOMSTM001776	49	14	3	3	3	2	2	7	2	2	2	3
HOMSTM001777	49	14	3	6	1	4	8	8	2	2	2	4
HOMSTM001778	49	14	3	4	4	3	5	8	3	3	3	2
HOMSTM001779	49	14	3	3	3	4	5	7	5	4	3	4
HOMSTM001780	49	14	3	3	2	4	4	4	4	6	2	3
HOMSTM001781	49	14	2	3	2	4	3	9	4	4	2	3
HOMSTM001782	49	14	3	6	2	4	2	5	2	6	2	2
HOMSTM001783	49	14	2	4	2	6	2	4	3	5	4	5
HOMSTM001784	49	14	4	7	1	2	3	4	1	2	1	5
HOMSTM001785	49	14	3	4	5	5	2	7	2	4	4	4
HOMSTM001787	49	14	3	4	2	4	4	6	2	6	3	3
HOMSTM001789	49	14	2	3	3	5	2	4	4	7	2	2
HOMSTM001790	49	14	3	5	2	4	4	10	2	4	2	2
HOMSTM001793	49	14	5	6	5	4	3	7	4	6	2	1
HOMSTM001794	49	14	1	1	3	4	4	9	2	3	2	6
HOMSTM001795	49	14	3	4	2	3	4	8	2	5	2	4
HOMSTM001797	49	14	2	3	2	3	5	5	3	4	2	3
HOMSTM001798	49	14	1	3	1	2	3	7	3	7	3	3
HOMSTM001799	49	14	2	3	4	4	3	6	3	5	3	4
HOMSTM001800	49	14	3	6	4	3	3	6	3	8	3	2
HOMSTM001801	49	14	2	4	2	6	3	7	2	6	4	4
HOMSTM001802	49	14	3	1	1	6	2	4	2	7	2	9
HOMSTM001803	49	14	2	5	2	3	3	4	2	4	3	3
HOMSTM001804	49	14	2	3	10	4	11	6	2	2	3	2
HOMSTM001805	49	14	2	3	1	4	14	5	2	3	1	3
HOMSTM001806	49	14	3	5	2	3	2	5	3	6	1	2
HOMSTM001807	49	14	1	2	2	6	2	4	2	5	3	2
HOMSTM001809	49	14	3	5	3	3	5	7	2	3	2	2
HOMSTM001811	49	14	3	3	1	6	4	8	3	3	1	2
HOMSTM001812	49	14	2	4	2	4	5	6	4	5	1	1
HOMSTM001813	49	14	3	2	3	4	6	4	2	6	2	8
HOMSTM001814	49	14	1	1	4	5	3	4	3	7	3	3
